K562|chr10:59939490-60144599	K562|chr10:59949401-60144599
K562|chr8:145744383-146021399	K562|chr8:145753648-146015573
K562|chr8:145744383-146021399	K562|chr8:145753648-146023475
K562|chr8:145744383-146021399	K562|chr8:145754778-146011399
K562|chr8:22300591-22753843	K562|chr8:22300591-22775780
K562|chr8:22300591-22754579	K562|chr8:22300591-22775780
K562|chr8:22300591-22757309	K562|chr8:22300591-22775780
K562|chr8:22300591-22759926	K562|chr8:22300591-22775780
K562|chr8:22300591-22772999	K562|chr8:22300591-22775780
K562|chr9:100881917-101010271	K562|chr9:100891951-101017193
K562|chr9:100881917-101015929	K562|chr9:100891951-101017193
K562|chr9:117268372-119225722	K562|chr9:117351535-119222199
K562|chr9:117268372-119226781	K562|chr9:117351535-119222199
K562|chr9:117268372-119230149	K562|chr9:117351535-119222199
K562|chr9:117268372-119230772	K562|chr9:117351535-119222199
K562|chr9:117268372-119231223	K562|chr9:117351535-119222199
K562|chr9:117268372-119231553	K562|chr9:117351535-119222199
K562|chr9:117268372-119232623	K562|chr9:117351535-119222199
K562|chr9:117268372-119233005	K562|chr9:117351535-119222199
K562|chr9:117268372-119234116	K562|chr9:117351535-119222199
K562|chr9:117268372-119237466	K562|chr9:117351535-119222199
K562|chr9:117268372-119243140	K562|chr9:117351535-119222199
K562|chr9:117268372-119246278	K562|chr9:117351535-119222199
K562|chr9:117268372-119246399	K562|chr9:117351535-119222199
K562|chr9:117351535-119222199	K562|chr9:117351535-119225722
K562|chr9:117351535-119222199	K562|chr9:117351535-119226781
K562|chr9:117351535-119222199	K562|chr9:117351535-119230149
K562|chr9:117351535-119222199	K562|chr9:117351535-119230772
K562|chr9:117351535-119222199	K562|chr9:117351535-119231223
K562|chr9:117351535-119222199	K562|chr9:117351535-119231553
K562|chr9:117351535-119222199	K562|chr9:117351535-119232623
K562|chr9:117351535-119222199	K562|chr9:117351535-119233005
K562|chr9:117351535-119222199	K562|chr9:117351535-119234116
K562|chr9:117351535-119222199	K562|chr9:117351535-119237466
K562|chr9:117351535-119222199	K562|chr9:117351535-119243140
K562|chr9:117351535-119222199	K562|chr9:117351535-119246278
K562|chr9:117351535-119222199	K562|chr9:117351535-119246399
K562|chr9:117351535-119222199	K562|chr9:117374723-119225722
K562|chr9:117351535-119222199	K562|chr9:117374723-119226781
K562|chr9:117351535-119222199	K562|chr9:117374723-119230149
K562|chr9:117351535-119222199	K562|chr9:117374723-119230772
K562|chr9:117351535-119222199	K562|chr9:117374723-119231223
K562|chr9:117351535-119222199	K562|chr9:117374723-119231553
K562|chr9:117351535-119222199	K562|chr9:117374723-119232623
K562|chr9:117351535-119222199	K562|chr9:117374723-119233005
K562|chr9:117351535-119222199	K562|chr9:117374723-119234116
K562|chr9:117351535-119222199	K562|chr9:117374723-119237466
K562|chr9:117351535-119222199	K562|chr9:117374723-119243140
K562|chr9:117351535-119222199	K562|chr9:117374723-119246278
K562|chr9:117351535-119222199	K562|chr9:117374723-119246399
K562|chr9:127178152-127471046	K562|chr9:127178152-127497556
K562|chr9:129677311-130684154	K562|chr9:129708201-130678315
K562|chr9:129677311-130684154	K562|chr9:129708201-130692629
K562|chr9:129677311-130684154	K562|chr9:129719905-130678315
K562|chr9:129677311-130684154	K562|chr9:129719905-130692629
K562|chr9:129677311-130684154	K562|chr9:129720231-130678315
K562|chr9:129677311-130684154	K562|chr9:129720231-130692629
K562|chr9:129677311-130684154	K562|chr9:129720990-130678315
K562|chr9:129677311-130684154	K562|chr9:129720990-130692629
K562|chr9:130487316-130639336	K562|chr9:130496601-130639336
K562|chr9:130496601-130639336	K562|chr9:130497764-130627199
K562|chr9:130497764-130673333	K562|chr9:130497764-130680561
K562|chr9:130497764-130673333	K562|chr9:130497764-130681491
K562|chr9:130497764-130673333	K562|chr9:130497764-130684154
K562|chr9:130497764-130673333	K562|chr9:130497764-130688779
K562|chr9:130497764-130673333	K562|chr9:130497764-130689041
K562|chr9:130497764-130673333	K562|chr9:130497764-130689781
K562|chr9:130497764-130679399	K562|chr9:130497764-130680561
K562|chr9:130497764-130679399	K562|chr9:130497764-130681491
K562|chr9:130497764-130679399	K562|chr9:130497764-130684154
K562|chr9:130497764-130679399	K562|chr9:130497764-130688779
K562|chr9:130497764-130679399	K562|chr9:130497764-130689041
K562|chr9:130497764-130679399	K562|chr9:130497764-130689781
K562|chr9:132405089-132934023	K562|chr9:132405089-132951236
K562|chr9:132405089-132934815	K562|chr9:132405089-132951236
K562|chr9:132405089-132935698	K562|chr9:132405089-132951236
K562|chr9:132901447-133568608	K562|chr9:132958801-133568608
K562|chr9:132905243-133568608	K562|chr9:132958801-133568608
K562|chr9:132912201-133568608	K562|chr9:132958801-133568608
K562|chr9:132912371-133568608	K562|chr9:132958801-133568608
K562|chr9:132913372-133568608	K562|chr9:132958801-133568608
K562|chr9:133570490-134231894	K562|chr9:133589377-134201305
K562|chr9:133570490-134231894	K562|chr9:133589377-134205835
K562|chr9:133570490-134231894	K562|chr9:133589377-134207792
K562|chr9:133570490-134231894	K562|chr9:133589377-134210072
K562|chr9:133570490-134231894	K562|chr9:133589377-134222872
K562|chr9:133589377-134173251	K562|chr9:133589377-134201305
K562|chr9:133589377-134173251	K562|chr9:133589377-134205835
K562|chr9:133589377-134173251	K562|chr9:133589377-134207792
K562|chr9:133589377-134173251	K562|chr9:133589377-134210072
K562|chr9:133589377-134173251	K562|chr9:133589377-134222872
K562|chr9:133589377-134180387	K562|chr9:133589377-134201305
K562|chr9:133589377-134180387	K562|chr9:133589377-134205835
K562|chr9:133589377-134180387	K562|chr9:133589377-134207792
K562|chr9:133589377-134180387	K562|chr9:133589377-134210072
K562|chr9:133589377-134180387	K562|chr9:133589377-134222872
K562|chr9:139686871-139937674	K562|chr9:139696001-139963594
K562|chr9:140181839-140444857	K562|chr9:140202409-140444857
K562|chr9:140181839-140445567	K562|chr9:140202409-140444857
K562|chr9:140188801-140444857	K562|chr9:140202409-140444857
K562|chr9:140188801-140445567	K562|chr9:140202409-140444857
K562|chr9:140189867-140444857	K562|chr9:140202409-140444857
K562|chr9:140189867-140445567	K562|chr9:140202409-140444857
K562|chr9:140190429-140444857	K562|chr9:140202409-140444857
K562|chr9:140190429-140445567	K562|chr9:140202409-140444857
K562|chr9:140190667-140444857	K562|chr9:140202409-140444857
K562|chr9:140190667-140445567	K562|chr9:140202409-140444857
K562|chr9:140191401-140444857	K562|chr9:140202409-140444857
K562|chr9:140191401-140445567	K562|chr9:140202409-140444857
K562|chr9:140197770-140319199	K562|chr9:140197770-140324999
K562|chr9:140197770-140319199	K562|chr9:140197770-140330112
K562|chr9:140197770-140426977	K562|chr9:140202409-140444857
K562|chr9:140197770-140427199	K562|chr9:140202409-140444857
K562|chr9:140197770-140429084	K562|chr9:140202409-140444857
K562|chr9:140197770-140431384	K562|chr9:140202409-140444857
K562|chr9:140197770-140431599	K562|chr9:140202409-140444857
K562|chr9:140197770-140444665	K562|chr9:140202409-140444857
K562|chr9:140197770-140445005	K562|chr9:140202409-140444857
K562|chr9:37415246-38392228	K562|chr9:37487606-38390373
K562|chr9:37415246-38392228	K562|chr9:37487606-38390399
K562|chrX:40036782-40119600	K562|chrX:40036782-40121377
K562|chrX:40036782-40119600	K562|chrX:40036782-40122548
K562|chrX:40036782-40119600	K562|chrX:40036782-40122946
K562|chrX:40036782-40119600	K562|chrX:40036782-40124611
K562|chrX:40036782-40119600	K562|chrX:40036782-40125380
K562|chrX:40036782-40119600	K562|chrX:40036782-40125615
