NHEK|chr10:121200600-121200800	NHEK|chr10:121201000-121201600
NHEK|chr17:43095800-43096000	NHEK|chr17:43098600-43098800
NHEK|chr17:43095800-43096000	NHEK|chr17:43098800-43099000
NHEK|chr17:43098000-43098400	NHEK|chr17:43098400-43098600
NHEK|chr17:43098000-43098400	NHEK|chr17:43098600-43098800
NHEK|chr17:43098000-43098400	NHEK|chr17:43098800-43099000
NHEK|chr17:43098000-43098400	NHEK|chr17:43099800-43100000
NHEK|chr17:43098000-43098400	NHEK|chr17:43100000-43100400
NHEK|chr17:43098400-43098600	NHEK|chr17:43098600-43098800
NHEK|chr17:43098400-43098600	NHEK|chr17:43098800-43099000
NHEK|chr17:43098400-43098600	NHEK|chr17:43099800-43100000
NHEK|chr17:43098400-43098600	NHEK|chr17:43100000-43100400
NHEK|chr17:43098600-43098800	NHEK|chr17:43098800-43099000
NHEK|chr17:43098600-43098800	NHEK|chr17:43099800-43100000
NHEK|chr17:43098600-43098800	NHEK|chr17:43100000-43100400
NHEK|chr17:43098800-43099000	NHEK|chr17:43099800-43100000
NHEK|chr17:43098800-43099000	NHEK|chr17:43100000-43100400
NHEK|chr17:43099800-43100000	NHEK|chr17:43100000-43100400
NHEK|chr17:57501200-57501600	NHEK|chr17:57504800-57505000
NHEK|chr17:57512200-57512400	NHEK|chr17:57512400-57513200
NHEK|chr17:57517200-57517400	NHEK|chr17:57518000-57518200
NHEK|chr17:57517200-57517400	NHEK|chr17:57518400-57518600
NHEK|chr17:57518000-57518200	NHEK|chr17:57518400-57518600
NHEK|chr17:58513000-58513400	NHEK|chr17:58516800-58517200
NHEK|chr17:61500600-61501800	NHEK|chr17:61503000-61503200
NHEK|chr17:61510800-61511800	NHEK|chr17:61511800-61512200
NHEK|chr17:61510800-61511800	NHEK|chr17:61512600-61513400
NHEK|chr17:61510800-61511800	NHEK|chr17:61513400-61514400
NHEK|chr17:61511800-61512200	NHEK|chr17:61512600-61513400
NHEK|chr17:61511800-61512200	NHEK|chr17:61513400-61514400
NHEK|chr17:61512600-61513400	NHEK|chr17:61513400-61514400
NHEK|chr17:61522200-61522400	NHEK|chr17:61522400-61522600
NHEK|chr17:61522200-61522400	NHEK|chr17:61525000-61525200
NHEK|chr17:61522200-61522400	NHEK|chr17:61525200-61525600
NHEK|chr17:61522400-61522600	NHEK|chr17:61525000-61525200
NHEK|chr17:61522400-61522600	NHEK|chr17:61525200-61525600
NHEK|chr17:61525000-61525200	NHEK|chr17:61525200-61525600
NHEK|chr17:78074400-78074600	NHEK|chr17:78076400-78076600
NHEK|chr17:78074400-78074600	NHEK|chr17:78076600-78077200
NHEK|chr17:78076400-78076600	NHEK|chr17:78076600-78077200
NHEK|chr17:7959000-7959200	NHEK|chr17:7959200-7960000
NHEK|chr17:7959000-7959200	NHEK|chr17:7960000-7960200
NHEK|chr17:7959000-7959200	NHEK|chr17:7960800-7961200
NHEK|chr17:7959200-7960000	NHEK|chr17:7960000-7960200
NHEK|chr17:7959200-7960000	NHEK|chr17:7960800-7961200
NHEK|chr17:7960000-7960200	NHEK|chr17:7960800-7961200
NHEK|chr18:12944600-12944800	NHEK|chr18:12944800-12945000
NHEK|chr18:12944600-12944800	NHEK|chr18:12945800-12946000
NHEK|chr18:12944800-12945000	NHEK|chr18:12945800-12946000
NHEK|chr18:42466800-42467200	NHEK|chr18:42467400-42468000
NHEK|chr1:85238200-85239000	NHEK|chr1:85239200-85239400
NHEK|chr18:56208400-56208600	NHEK|chr18:56208600-56210200
NHEK|chr18:56208400-56208600	NHEK|chr18:56210200-56210400
NHEK|chr18:56208400-56208600	NHEK|chr18:56210800-56211400
NHEK|chr18:56208400-56208600	NHEK|chr18:56212000-56212400
NHEK|chr18:56208600-56210200	NHEK|chr18:56210200-56210400
NHEK|chr18:56208600-56210200	NHEK|chr18:56210800-56211400
NHEK|chr18:56208600-56210200	NHEK|chr18:56212000-56212400
NHEK|chr18:56208600-56210200	NHEK|chr18:56212600-56212800
NHEK|chr18:56210200-56210400	NHEK|chr18:56210800-56211400
NHEK|chr18:56210200-56210400	NHEK|chr18:56212000-56212400
NHEK|chr18:56210200-56210400	NHEK|chr18:56212600-56212800
NHEK|chr18:56210800-56211400	NHEK|chr18:56212000-56212400
NHEK|chr18:56210800-56211400	NHEK|chr18:56212600-56212800
NHEK|chr18:56212000-56212400	NHEK|chr18:56212600-56212800
NHEK|chr18:56212600-56212800	NHEK|chr18:56216000-56216200
NHEK|chr18:56216000-56216200	NHEK|chr18:56219400-56220000
NHEK|chr18:67947400-67948400	NHEK|chr18:67950200-67950400
NHEK|chr18:67950200-67950400	NHEK|chr18:67953600-67953800
NHEK|chr18:67953600-67953800	NHEK|chr18:67953800-67954400
NHEK|chr18:71851800-71852000	NHEK|chr18:71852000-71852800
NHEK|chr18:71851800-71852000	NHEK|chr18:71852800-71853200
NHEK|chr18:71851800-71852000	NHEK|chr18:71853200-71853400
NHEK|chr18:71851800-71852000	NHEK|chr18:71854200-71854400
NHEK|chr18:71852000-71852800	NHEK|chr18:71852800-71853200
NHEK|chr18:71852000-71852800	NHEK|chr18:71853200-71853400
NHEK|chr18:71852000-71852800	NHEK|chr18:71854200-71854400
NHEK|chr18:71852800-71853200	NHEK|chr18:71853200-71853400
NHEK|chr18:71852800-71853200	NHEK|chr18:71854200-71854400
NHEK|chr18:71853200-71853400	NHEK|chr18:71854200-71854400
NHEK|chr18:71853200-71853400	NHEK|chr18:71856600-71857200
NHEK|chr18:71854200-71854400	NHEK|chr18:71856600-71857200
NHEK|chr1:90223400-90223600	NHEK|chr1:90223600-90224000
NHEK|chr19:10393800-10394000	NHEK|chr19:10394000-10394400
NHEK|chr19:10393800-10394000	NHEK|chr19:10394400-10394600
NHEK|chr19:10393800-10394000	NHEK|chr19:10394600-10394800
NHEK|chr19:10393800-10394000	NHEK|chr19:10396400-10396600
NHEK|chr19:10393800-10394000	NHEK|chr19:10396600-10397600
NHEK|chr19:10394000-10394400	NHEK|chr19:10394400-10394600
NHEK|chr19:10394000-10394400	NHEK|chr19:10394600-10394800
NHEK|chr19:10394000-10394400	NHEK|chr19:10396400-10396600
NHEK|chr19:10394000-10394400	NHEK|chr19:10396600-10397600
NHEK|chr19:10394400-10394600	NHEK|chr19:10394600-10394800
NHEK|chr19:10394400-10394600	NHEK|chr19:10396400-10396600
NHEK|chr19:10394400-10394600	NHEK|chr19:10396600-10397600
NHEK|chr19:10394600-10394800	NHEK|chr19:10396400-10396600
NHEK|chr19:10394600-10394800	NHEK|chr19:10396600-10397600
NHEK|chr19:10396400-10396600	NHEK|chr19:10396600-10397600
NHEK|chr19:16152000-16152200	NHEK|chr19:16152400-16152800
NHEK|chr19:16152000-16152200	NHEK|chr19:16152800-16153000
NHEK|chr19:16152400-16152800	NHEK|chr19:16152800-16153000
NHEK|chr19:16174600-16174800	NHEK|chr19:16175000-16175200
NHEK|chr19:16174600-16174800	NHEK|chr19:16177600-16177800
NHEK|chr19:16175000-16175200	NHEK|chr19:16177600-16177800
NHEK|chr19:31160400-31160800	NHEK|chr19:31160800-31161000
NHEK|chr19:41110400-41110800	NHEK|chr19:41112400-41112600
NHEK|chr19:41110400-41110800	NHEK|chr19:41112600-41113000
NHEK|chr19:41110400-41110800	NHEK|chr19:41113400-41113600
NHEK|chr19:41110400-41110800	NHEK|chr19:41113800-41114000
NHEK|chr19:41112400-41112600	NHEK|chr19:41112600-41113000
NHEK|chr19:41112400-41112600	NHEK|chr19:41113400-41113600
NHEK|chr19:41112400-41112600	NHEK|chr19:41113800-41114000
NHEK|chr19:41112400-41112600	NHEK|chr19:41114400-41114800
NHEK|chr19:41112400-41112600	NHEK|chr19:41114800-41115200
NHEK|chr19:41112600-41113000	NHEK|chr19:41113400-41113600
NHEK|chr19:41112600-41113000	NHEK|chr19:41113800-41114000
NHEK|chr19:41112600-41113000	NHEK|chr19:41114400-41114800
NHEK|chr19:41112600-41113000	NHEK|chr19:41114800-41115200
NHEK|chr19:41113400-41113600	NHEK|chr19:41113800-41114000
NHEK|chr19:41113400-41113600	NHEK|chr19:41114400-41114800
NHEK|chr19:41113400-41113600	NHEK|chr19:41114800-41115200
NHEK|chr19:41113800-41114000	NHEK|chr19:41114400-41114800
NHEK|chr19:41113800-41114000	NHEK|chr19:41114800-41115200
NHEK|chr19:41114400-41114800	NHEK|chr19:41114800-41115200
NHEK|chr19:41119000-41119200	NHEK|chr19:41121000-41121400
NHEK|chr19:41119000-41119200	NHEK|chr19:41121400-41121800
NHEK|chr19:41121000-41121400	NHEK|chr19:41121400-41121800
NHEK|chr19:4575000-4575200	NHEK|chr19:4575600-4576000
NHEK|chr19:6516000-6516200	NHEK|chr19:6517200-6517400
NHEK|chr19:6516000-6516200	NHEK|chr19:6517400-6518400
NHEK|chr19:6516000-6516200	NHEK|chr19:6519200-6519600
NHEK|chr19:6516000-6516200	NHEK|chr19:6519600-6519800
NHEK|chr19:6517200-6517400	NHEK|chr19:6517400-6518400
NHEK|chr19:6517200-6517400	NHEK|chr19:6519200-6519600
NHEK|chr19:6517200-6517400	NHEK|chr19:6519600-6519800
NHEK|chr19:6517400-6518400	NHEK|chr19:6519200-6519600
NHEK|chr19:6517400-6518400	NHEK|chr19:6519600-6519800
NHEK|chr19:6519200-6519600	NHEK|chr19:6519600-6519800
NHEK|chr19:752200-752400	NHEK|chr19:752800-753400
NHEK|chr20:15200200-15200400	NHEK|chr20:15200600-15200800
NHEK|chr20:15200200-15200400	NHEK|chr20:15200800-15202000
NHEK|chr20:15200200-15200400	NHEK|chr20:15202000-15202400
NHEK|chr20:15200200-15200400	NHEK|chr20:15202400-15202600
NHEK|chr20:15200600-15200800	NHEK|chr20:15200800-15202000
NHEK|chr20:15200600-15200800	NHEK|chr20:15202000-15202400
NHEK|chr20:15200600-15200800	NHEK|chr20:15202400-15202600
NHEK|chr20:15200800-15202000	NHEK|chr20:15202000-15202400
NHEK|chr20:15200800-15202000	NHEK|chr20:15202400-15202600
NHEK|chr20:15202000-15202400	NHEK|chr20:15202400-15202600
NHEK|chr20:15217600-15217800	NHEK|chr20:15217800-15218000
NHEK|chr20:17876800-17877000	NHEK|chr20:17877000-17877200
NHEK|chr20:17876800-17877000	NHEK|chr20:17877200-17878200
NHEK|chr20:17877000-17877200	NHEK|chr20:17877200-17878200
NHEK|chr20:39190400-39190600	NHEK|chr20:39191400-39192600
NHEK|chr20:39190400-39190600	NHEK|chr20:39192800-39193200
NHEK|chr20:39190400-39190600	NHEK|chr20:39193200-39194400
NHEK|chr20:39191400-39192600	NHEK|chr20:39192800-39193200
NHEK|chr20:39191400-39192600	NHEK|chr20:39193200-39194400
NHEK|chr20:39191400-39192600	NHEK|chr20:39194600-39194800
NHEK|chr20:39192800-39193200	NHEK|chr20:39193200-39194400
NHEK|chr20:39192800-39193200	NHEK|chr20:39194600-39194800
NHEK|chr20:39193200-39194400	NHEK|chr20:39194600-39194800
NHEK|chr20:43013200-43013600	NHEK|chr20:43016800-43017200
NHEK|chr20:43026400-43026600	NHEK|chr20:43026600-43027000
NHEK|chr20:43026400-43026600	NHEK|chr20:43027400-43027600
NHEK|chr20:43026600-43027000	NHEK|chr20:43027400-43027600
NHEK|chr20:43095800-43096000	NHEK|chr20:43096000-43096400
NHEK|chr20:49066400-49067400	NHEK|chr20:49067400-49067600
NHEK|chr20:49072200-49072400	NHEK|chr20:49072400-49072800
NHEK|chr20:49072200-49072400	NHEK|chr20:49073000-49073200
NHEK|chr20:49072400-49072800	NHEK|chr20:49073000-49073200
NHEK|chr20:49076800-49077000	NHEK|chr20:49077200-49077400
NHEK|chr20:49076800-49077000	NHEK|chr20:49077400-49077800
NHEK|chr20:49077200-49077400	NHEK|chr20:49077400-49077800
NHEK|chr20:49077200-49077400	NHEK|chr20:49080600-49081200
NHEK|chr20:49077400-49077800	NHEK|chr20:49080600-49081200
NHEK|chr20:49077400-49077800	NHEK|chr20:49081200-49081400
NHEK|chr20:49080600-49081200	NHEK|chr20:49081200-49081400
NHEK|chr20:49431600-49432000	NHEK|chr20:49432000-49432400
NHEK|chr20:49431600-49432000	NHEK|chr20:49434600-49435400
NHEK|chr20:49432000-49432400	NHEK|chr20:49434600-49435400
NHEK|chr20:5172000-5172200	NHEK|chr20:5172200-5173000
NHEK|chr20:9958200-9958600	NHEK|chr20:9958800-9959200
NHEK|chr2:11969000-11969200	NHEK|chr2:11969400-11969600
NHEK|chr2:11969000-11969200	NHEK|chr2:11971000-11971200
NHEK|chr2:11969000-11969200	NHEK|chr2:11971400-11971600
NHEK|chr2:11969400-11969600	NHEK|chr2:11971000-11971200
NHEK|chr2:11969400-11969600	NHEK|chr2:11971400-11971600
NHEK|chr2:11971000-11971200	NHEK|chr2:11971400-11971600
NHEK|chr2:11971000-11971200	NHEK|chr2:11973800-11974200
NHEK|chr2:11971400-11971600	NHEK|chr2:11973800-11974200
NHEK|chr21:30106800-30107200	NHEK|chr21:30107200-30107400
NHEK|chr21:30106800-30107200	NHEK|chr21:30107400-30107600
NHEK|chr21:30106800-30107200	NHEK|chr21:30110000-30110600
NHEK|chr21:30107200-30107400	NHEK|chr21:30107400-30107600
NHEK|chr21:30107200-30107400	NHEK|chr21:30110000-30110600
NHEK|chr21:30107400-30107600	NHEK|chr21:30110000-30110600
NHEK|chr21:37579800-37580400	NHEK|chr21:37580400-37580800
NHEK|chr21:37579800-37580400	NHEK|chr21:37581600-37581800
NHEK|chr21:37579800-37580400	NHEK|chr21:37581800-37582600
NHEK|chr21:37579800-37580400	NHEK|chr21:37582600-37583000
NHEK|chr21:37580400-37580800	NHEK|chr21:37581600-37581800
NHEK|chr21:37580400-37580800	NHEK|chr21:37581800-37582600
NHEK|chr21:37580400-37580800	NHEK|chr21:37582600-37583000
NHEK|chr21:37580400-37580800	NHEK|chr21:37583800-37584600
NHEK|chr21:37581600-37581800	NHEK|chr21:37581800-37582600
NHEK|chr21:37581600-37581800	NHEK|chr21:37582600-37583000
NHEK|chr21:37581600-37581800	NHEK|chr21:37583800-37584600
NHEK|chr21:37581600-37581800	NHEK|chr21:37584600-37585000
NHEK|chr21:37581800-37582600	NHEK|chr21:37582600-37583000
NHEK|chr21:37581800-37582600	NHEK|chr21:37583800-37584600
NHEK|chr21:37581800-37582600	NHEK|chr21:37584600-37585000
NHEK|chr21:37582600-37583000	NHEK|chr21:37583800-37584600
NHEK|chr21:37582600-37583000	NHEK|chr21:37584600-37585000
NHEK|chr21:37583800-37584600	NHEK|chr21:37584600-37585000
NHEK|chr21:43534000-43534600	NHEK|chr21:43534600-43534800
NHEK|chr21:43534000-43534600	NHEK|chr21:43537200-43537400
NHEK|chr21:43534600-43534800	NHEK|chr21:43537200-43537400
NHEK|chr21:43542000-43542800	NHEK|chr21:43545600-43546200
NHEK|chr21:45557600-45558000	NHEK|chr21:45560800-45561000
NHEK|chr21:45560800-45561000	NHEK|chr21:45564000-45564200
NHEK|chr21:45560800-45561000	NHEK|chr21:45564200-45564600
NHEK|chr21:45564000-45564200	NHEK|chr21:45564200-45564600
NHEK|chr21:45564000-45564200	NHEK|chr21:45564600-45565000
NHEK|chr21:45564000-45564200	NHEK|chr21:45565000-45565600
NHEK|chr21:45564000-45564200	NHEK|chr21:45565800-45566000
NHEK|chr21:45564000-45564200	NHEK|chr21:45566800-45567400
NHEK|chr21:45564200-45564600	NHEK|chr21:45564600-45565000
NHEK|chr21:45564200-45564600	NHEK|chr21:45565000-45565600
NHEK|chr21:45564200-45564600	NHEK|chr21:45565800-45566000
NHEK|chr21:45564200-45564600	NHEK|chr21:45566800-45567400
NHEK|chr21:45564600-45565000	NHEK|chr21:45565000-45565600
NHEK|chr21:45564600-45565000	NHEK|chr21:45565800-45566000
NHEK|chr21:45564600-45565000	NHEK|chr21:45566800-45567400
NHEK|chr21:45565000-45565600	NHEK|chr21:45565800-45566000
NHEK|chr21:45565000-45565600	NHEK|chr21:45566800-45567400
NHEK|chr21:45565800-45566000	NHEK|chr21:45566800-45567400
NHEK|chr21:46522000-46522200	NHEK|chr21:46522200-46522400
NHEK|chr21:46548200-46548800	NHEK|chr21:46548800-46549200
NHEK|chr21:46548200-46548800	NHEK|chr21:46549200-46551000
NHEK|chr21:46548800-46549200	NHEK|chr21:46549200-46551000
NHEK|chr21:46822400-46822800	NHEK|chr21:46822800-46823400
NHEK|chr21:46822400-46822800	NHEK|chr21:46823400-46823800
NHEK|chr21:46822800-46823400	NHEK|chr21:46823400-46823800
NHEK|chr21:46846800-46847000	NHEK|chr21:46847200-46847600
NHEK|chr21:46846800-46847000	NHEK|chr21:46847600-46848000
NHEK|chr21:46847200-46847600	NHEK|chr21:46847600-46848000
NHEK|chr2:178976600-178976800	NHEK|chr2:178978800-178979000
NHEK|chr2:179283000-179283400	NHEK|chr2:179283400-179283800
NHEK|chr2:216782800-216783000	NHEK|chr2:216783000-216783400
NHEK|chr2:216782800-216783000	NHEK|chr2:216784000-216784600
NHEK|chr2:216783000-216783400	NHEK|chr2:216784000-216784600
NHEK|chr2:216794400-216794600	NHEK|chr2:216795200-216795600
NHEK|chr2:216794400-216794600	NHEK|chr2:216795600-216796000
NHEK|chr2:216795200-216795600	NHEK|chr2:216795600-216796000
NHEK|chr2:220150000-220150800	NHEK|chr2:220150800-220151000
NHEK|chr2:220150000-220150800	NHEK|chr2:220151000-220151800
NHEK|chr2:220150000-220150800	NHEK|chr2:220154000-220154800
NHEK|chr2:220150800-220151000	NHEK|chr2:220151000-220151800
NHEK|chr2:220150800-220151000	NHEK|chr2:220154000-220154800
NHEK|chr2:220151000-220151800	NHEK|chr2:220154000-220154800
NHEK|chr2:220151000-220151800	NHEK|chr2:220155000-220155200
NHEK|chr2:220154000-220154800	NHEK|chr2:220155000-220155200
NHEK|chr2:220158800-220159000	NHEK|chr2:220159000-220159200
NHEK|chr2:227000400-227000800	NHEK|chr2:227001200-227001800
NHEK|chr2:227000400-227000800	NHEK|chr2:227002600-227002800
NHEK|chr2:227001200-227001800	NHEK|chr2:227002600-227002800
NHEK|chr2:227312000-227312600	NHEK|chr2:227312600-227312800
NHEK|chr2:227312000-227312600	NHEK|chr2:227313000-227313400
NHEK|chr2:227312600-227312800	NHEK|chr2:227313000-227313400
NHEK|chr22:32076600-32076800	NHEK|chr22:32076800-32077800
NHEK|chr22:32076600-32076800	NHEK|chr22:32077800-32078600
NHEK|chr22:32076800-32077800	NHEK|chr22:32077800-32078600
NHEK|chr22:32925000-32925600	NHEK|chr22:32925600-32925800
NHEK|chr22:32925000-32925600	NHEK|chr22:32928400-32928600
NHEK|chr22:32925600-32925800	NHEK|chr22:32928400-32928600
NHEK|chr22:32928400-32928600	NHEK|chr22:32929200-32930800
NHEK|chr22:33040000-33040200	NHEK|chr22:33041200-33041400
NHEK|chr22:33040000-33040200	NHEK|chr22:33041400-33041600
NHEK|chr22:33041200-33041400	NHEK|chr22:33041400-33041600
NHEK|chr22:36551400-36551600	NHEK|chr22:36552000-36552200
NHEK|chr22:36551400-36551600	NHEK|chr22:36552200-36552400
NHEK|chr22:36551400-36551600	NHEK|chr22:36553400-36553600
NHEK|chr22:36552000-36552200	NHEK|chr22:36552200-36552400
NHEK|chr22:36552000-36552200	NHEK|chr22:36553400-36553600
NHEK|chr22:36552200-36552400	NHEK|chr22:36553400-36553600
NHEK|chr22:36553400-36553600	NHEK|chr22:36556200-36556400
NHEK|chr22:36553400-36553600	NHEK|chr22:36556800-36557000
NHEK|chr22:36556200-36556400	NHEK|chr22:36556800-36557000
NHEK|chr22:37159200-37159400	NHEK|chr22:37159400-37159600
NHEK|chr22:37159200-37159400	NHEK|chr22:37159600-37160400
NHEK|chr22:37159400-37159600	NHEK|chr22:37159600-37160400
NHEK|chr22:37171000-37171200	NHEK|chr22:37173000-37173200
NHEK|chr22:39377200-39377400	NHEK|chr22:39377400-39377600
NHEK|chr22:39377200-39377400	NHEK|chr22:39378800-39379000
NHEK|chr22:39377200-39377400	NHEK|chr22:39380600-39380800
NHEK|chr22:39377200-39377400	NHEK|chr22:39380800-39381000
NHEK|chr22:39377400-39377600	NHEK|chr22:39378800-39379000
NHEK|chr22:39377400-39377600	NHEK|chr22:39380600-39380800
NHEK|chr22:39377400-39377600	NHEK|chr22:39380800-39381000
NHEK|chr22:39378800-39379000	NHEK|chr22:39380600-39380800
NHEK|chr22:39378800-39379000	NHEK|chr22:39380800-39381000
NHEK|chr22:39378800-39379000	NHEK|chr22:39381400-39381600
NHEK|chr22:39380600-39380800	NHEK|chr22:39380800-39381000
NHEK|chr22:39380600-39380800	NHEK|chr22:39381400-39381600
NHEK|chr22:39380800-39381000	NHEK|chr22:39381400-39381600
NHEK|chr2:239876600-239876800	NHEK|chr2:239876800-239877600
NHEK|chr2:239876600-239876800	NHEK|chr2:239877600-239877800
NHEK|chr2:239876800-239877600	NHEK|chr2:239877600-239877800
NHEK|chr22:40741200-40741400	NHEK|chr22:40741400-40741600
NHEK|chr22:42093000-42093600	NHEK|chr22:42093600-42093800
NHEK|chr22:42093000-42093600	NHEK|chr22:42093800-42094000
NHEK|chr22:42093000-42093600	NHEK|chr22:42095200-42095800
NHEK|chr22:42093600-42093800	NHEK|chr22:42093800-42094000
NHEK|chr22:42093600-42093800	NHEK|chr22:42095200-42095800
NHEK|chr22:42093800-42094000	NHEK|chr22:42095200-42095800
NHEK|chr2:27849600-27850000	NHEK|chr2:27850000-27851000
NHEK|chr2:74055200-74055400	NHEK|chr2:74058200-74058400
NHEK|chr2:74055200-74055400	NHEK|chr2:74058400-74058800
NHEK|chr2:74058200-74058400	NHEK|chr2:74058400-74058800
NHEK|chr2:85641600-85642200	NHEK|chr2:85642200-85642400
NHEK|chr2:85641600-85642200	NHEK|chr2:85642400-85642600
NHEK|chr2:85642200-85642400	NHEK|chr2:85642400-85642600
NHEK|chr2:85646800-85647000	NHEK|chr2:85647000-85647200
NHEK|chr2:85646800-85647000	NHEK|chr2:85647400-85647600
NHEK|chr2:85646800-85647000	NHEK|chr2:85648400-85648600
NHEK|chr2:85647000-85647200	NHEK|chr2:85647400-85647600
NHEK|chr2:85647000-85647200	NHEK|chr2:85648400-85648600
NHEK|chr2:85647400-85647600	NHEK|chr2:85648400-85648600
NHEK|chr3:104347400-104347600	NHEK|chr3:104347600-104348000
NHEK|chr3:104347400-104347600	NHEK|chr3:104348000-104348600
NHEK|chr3:104347400-104347600	NHEK|chr3:104348800-104349200
NHEK|chr3:104347600-104348000	NHEK|chr3:104348000-104348600
NHEK|chr3:104347600-104348000	NHEK|chr3:104348800-104349200
NHEK|chr3:104348000-104348600	NHEK|chr3:104348800-104349200
NHEK|chr3:105245400-105245800	NHEK|chr3:105246400-105247000
NHEK|chr3:133179200-133179400	NHEK|chr3:133179400-133179800
NHEK|chr3:133179200-133179400	NHEK|chr3:133179800-133180200
NHEK|chr3:133179200-133179400	NHEK|chr3:133180200-133180400
NHEK|chr3:133179200-133179400	NHEK|chr3:133180400-133180600
NHEK|chr3:133179400-133179800	NHEK|chr3:133179800-133180200
NHEK|chr3:133179400-133179800	NHEK|chr3:133180200-133180400
NHEK|chr3:133179400-133179800	NHEK|chr3:133180400-133180600
NHEK|chr3:133179800-133180200	NHEK|chr3:133180200-133180400
NHEK|chr3:133179800-133180200	NHEK|chr3:133180400-133180600
NHEK|chr3:133180200-133180400	NHEK|chr3:133180400-133180600
NHEK|chr3:133198600-133198800	NHEK|chr3:133198800-133199600
NHEK|chr3:138631200-138631400	NHEK|chr3:138633600-138633800
NHEK|chr3:138633600-138633800	NHEK|chr3:138635400-138636000
NHEK|chr3:138640200-138640800	NHEK|chr3:138640800-138641200
NHEK|chr3:138640200-138640800	NHEK|chr3:138641200-138641400
NHEK|chr3:138640200-138640800	NHEK|chr3:138642400-138642800
NHEK|chr3:138640800-138641200	NHEK|chr3:138641200-138641400
NHEK|chr3:138640800-138641200	NHEK|chr3:138642400-138642800
NHEK|chr3:138641200-138641400	NHEK|chr3:138642400-138642800
NHEK|chr3:13931600-13931800	NHEK|chr3:13931800-13932000
NHEK|chr3:13931600-13931800	NHEK|chr3:13932000-13932400
NHEK|chr3:13931600-13931800	NHEK|chr3:13932800-13933600
NHEK|chr3:13931800-13932000	NHEK|chr3:13932000-13932400
NHEK|chr3:13931800-13932000	NHEK|chr3:13932800-13933600
NHEK|chr3:13932000-13932400	NHEK|chr3:13932800-13933600
NHEK|chr3:142314200-142314400	NHEK|chr3:142316800-142317000
NHEK|chr3:142314200-142314400	NHEK|chr3:142317000-142317200
NHEK|chr3:142316800-142317000	NHEK|chr3:142317000-142317200
NHEK|chr3:142716400-142716600	NHEK|chr3:142716600-142717600
NHEK|chr3:158508800-158509000	NHEK|chr3:158511000-158511200
NHEK|chr3:160393400-160393600	NHEK|chr3:160394200-160395800
NHEK|chr3:160393400-160393600	NHEK|chr3:160396200-160396400
NHEK|chr3:160393400-160393600	NHEK|chr3:160396400-160396800
NHEK|chr3:160394200-160395800	NHEK|chr3:160396200-160396400
NHEK|chr3:160394200-160395800	NHEK|chr3:160396400-160396800
NHEK|chr3:160396200-160396400	NHEK|chr3:160396400-160396800
NHEK|chr3:177067600-177067800	NHEK|chr3:177068000-177068400
NHEK|chr3:177067600-177067800	NHEK|chr3:177068400-177069200
NHEK|chr3:177068000-177068400	NHEK|chr3:177068400-177069200
NHEK|chr3:177074000-177074200	NHEK|chr3:177074400-177074600
NHEK|chr3:177074000-177074200	NHEK|chr3:177074600-177075000
NHEK|chr3:177074400-177074600	NHEK|chr3:177074600-177075000
NHEK|chr3:177307000-177307200	NHEK|chr3:177307200-177307800
NHEK|chr3:177307000-177307200	NHEK|chr3:177307800-177308000
NHEK|chr3:177307000-177307200	NHEK|chr3:177308000-177308200
NHEK|chr3:177307000-177307200	NHEK|chr3:177308600-177310000
NHEK|chr3:177307000-177307200	NHEK|chr3:177310600-177310800
NHEK|chr3:177307200-177307800	NHEK|chr3:177307800-177308000
NHEK|chr3:177307200-177307800	NHEK|chr3:177308000-177308200
NHEK|chr3:177307200-177307800	NHEK|chr3:177308600-177310000
NHEK|chr3:177307200-177307800	NHEK|chr3:177310600-177310800
NHEK|chr3:177307800-177308000	NHEK|chr3:177308000-177308200
NHEK|chr3:177307800-177308000	NHEK|chr3:177308600-177310000
NHEK|chr3:177307800-177308000	NHEK|chr3:177310600-177310800
NHEK|chr3:177308000-177308200	NHEK|chr3:177308600-177310000
NHEK|chr3:177308000-177308200	NHEK|chr3:177310600-177310800
NHEK|chr3:177308600-177310000	NHEK|chr3:177310600-177310800
NHEK|chr3:177308600-177310000	NHEK|chr3:177312000-177312400
NHEK|chr3:177310600-177310800	NHEK|chr3:177312000-177312400
NHEK|chr3:177310600-177310800	NHEK|chr3:177313800-177314000
NHEK|chr3:177312000-177312400	NHEK|chr3:177313800-177314000
NHEK|chr3:177312000-177312400	NHEK|chr3:177314000-177315200
NHEK|chr3:177312000-177312400	NHEK|chr3:177315600-177316600
NHEK|chr3:177313800-177314000	NHEK|chr3:177314000-177315200
NHEK|chr3:177313800-177314000	NHEK|chr3:177315600-177316600
NHEK|chr3:177313800-177314000	NHEK|chr3:177316600-177317600
NHEK|chr3:177314000-177315200	NHEK|chr3:177315600-177316600
NHEK|chr3:177314000-177315200	NHEK|chr3:177316600-177317600
NHEK|chr3:177314000-177315200	NHEK|chr3:177317800-177318000
NHEK|chr3:177315600-177316600	NHEK|chr3:177316600-177317600
NHEK|chr3:177315600-177316600	NHEK|chr3:177317800-177318000
NHEK|chr3:177315600-177316600	NHEK|chr3:177318600-177319400
NHEK|chr3:177315600-177316600	NHEK|chr3:177319400-177320400
NHEK|chr3:177316600-177317600	NHEK|chr3:177317800-177318000
NHEK|chr3:177316600-177317600	NHEK|chr3:177318600-177319400
