IMR90|chr10:104678401-105001199	IMR90|chr10:104678401-105001599
IMR90|chr8:37003801-37593999	IMR90|chr8:37005401-37593999
IMR90|chr8:37003801-37593999	IMR90|chr8:37006401-37593999
IMR90|chr8:37003801-37593999	IMR90|chr8:37007001-37593999
IMR90|chr8:37004001-37552799	IMR90|chr8:37005401-37552799
IMR90|chr8:37004001-37552799	IMR90|chr8:37006401-37552799
IMR90|chr8:37004001-37552799	IMR90|chr8:37007001-37552799
IMR90|chr8:37004001-37593999	IMR90|chr8:37005401-37593999
IMR90|chr8:37004001-37593999	IMR90|chr8:37006401-37593999
IMR90|chr8:37004001-37593999	IMR90|chr8:37007001-37593999
IMR90|chr8:37005401-37552799	IMR90|chr8:37006401-37552799
IMR90|chr8:37005401-37552799	IMR90|chr8:37007001-37552799
IMR90|chr8:37005401-37593999	IMR90|chr8:37006401-37593999
IMR90|chr8:37005401-37593999	IMR90|chr8:37007001-37593999
IMR90|chr8:37006401-37552799	IMR90|chr8:37007001-37552799
IMR90|chr8:37006401-37593999	IMR90|chr8:37007001-37593999
IMR90|chr8:37245001-37552799	IMR90|chr8:37246201-37552799
IMR90|chr8:37246201-37552799	IMR90|chr8:37249001-37552799
IMR90|chr8:37249001-37552799	IMR90|chr8:37249601-37552799
IMR90|chr8:37400801-37552799	IMR90|chr8:37401401-37552799
IMR90|chr8:37401401-37552799	IMR90|chr8:37402401-37552799
IMR90|chr8:37404001-37552799	IMR90|chr8:37404801-37552799
IMR90|chr8:37404001-37552799	IMR90|chr8:37405201-37552799
IMR90|chr8:37404801-37552799	IMR90|chr8:37405201-37552799
IMR90|chr8:37707601-37773599	IMR90|chr8:37707601-37773799
IMR90|chr8:41004601-41386599	IMR90|chr8:41004801-41386599
IMR90|chr8:41009201-41386599	IMR90|chr8:41009401-41386599
IMR90|chr8:41009201-41386599	IMR90|chr8:41009801-41386599
IMR90|chr8:41009401-41386599	IMR90|chr8:41009801-41386599
IMR90|chr8:496001-630399	IMR90|chr8:496001-630799
IMR90|chr8:496001-630399	IMR90|chr8:496001-631199
IMR90|chr8:496001-630399	IMR90|chr8:496001-631599
IMR90|chr8:496001-630799	IMR90|chr8:496001-631199
IMR90|chr8:496001-630799	IMR90|chr8:496001-631599
IMR90|chr8:496001-630799	IMR90|chr8:496001-631999
IMR90|chr8:496001-631199	IMR90|chr8:496001-631599
IMR90|chr8:496001-631199	IMR90|chr8:496001-631999
IMR90|chr8:496001-631599	IMR90|chr8:496001-631999
IMR90|chr8:81914401-82024199	IMR90|chr8:81915401-82024199
IMR90|chr9:103115401-103352199	IMR90|chr9:103115401-103352599
IMR90|chr9:107611601-108006599	IMR90|chr9:107613401-108006599
IMR90|chr9:116918601-117050399	IMR90|chr9:116918601-117050799
IMR90|chr9:118355601-118915999	IMR90|chr9:118356001-118915999
IMR90|chr9:118355601-118915999	IMR90|chr9:118356401-118915999
IMR90|chr9:118355601-118915999	IMR90|chr9:118360001-118915999
IMR90|chr9:118356001-118915999	IMR90|chr9:118356401-118915999
IMR90|chr9:118356001-118915999	IMR90|chr9:118360001-118915999
IMR90|chr9:118356401-118915999	IMR90|chr9:118360001-118915999
IMR90|chr9:127539601-127614399	IMR90|chr9:127539601-127614799
IMR90|chr9:127539601-128136599	IMR90|chr9:127539601-128137199
IMR90|chr9:19049401-19174199	IMR90|chr9:19049401-19174399
IMR90|chr9:19926201-20621999	IMR90|chr9:19926801-20621999
IMR90|chr9:20355201-20621999	IMR90|chr9:20356401-20621999
IMR90|chr9:20355201-20621999	IMR90|chr9:20357201-20621999
IMR90|chr9:20355201-20621999	IMR90|chr9:20357401-20621999
IMR90|chr9:20356401-20621999	IMR90|chr9:20357201-20621999
IMR90|chr9:20356401-20621999	IMR90|chr9:20357401-20621999
IMR90|chr9:20357201-20621999	IMR90|chr9:20357401-20621999
IMR90|chr9:37913801-38069199	IMR90|chr9:37914201-38069199
IMR90|chr9:94532801-94712399	IMR90|chr9:94533001-94712399
IMR90|chr9:94532801-94712399	IMR90|chr9:94533601-94712399
IMR90|chr9:94532801-94712399	IMR90|chr9:94534201-94712399
IMR90|chr9:94533001-94712399	IMR90|chr9:94533601-94712399
IMR90|chr9:94533001-94712399	IMR90|chr9:94534201-94712399
IMR90|chr9:94533601-94712399	IMR90|chr9:94534201-94712399
IMR90|chr9:94533601-94712399	IMR90|chr9:94535001-94712399
IMR90|chr9:94534201-94712399	IMR90|chr9:94535001-94712399
IMR90|chr9:94896401-95055999	IMR90|chr9:94897201-95055999
IMR90|chr9:94896401-95055999	IMR90|chr9:94897401-95055999
IMR90|chr9:94897201-95055999	IMR90|chr9:94897401-95055999
IMR90|chrX:13670401-14047799	IMR90|chrX:13671401-14045199
IMR90|chrX:13670401-14047799	IMR90|chrX:13671401-14046799
IMR90|chrX:13671401-14044999	IMR90|chrX:13671401-14045199
IMR90|chrX:13671401-14044999	IMR90|chrX:13671401-14046799
IMR90|chrX:13671401-14045199	IMR90|chrX:13671401-14046799
IMR90|chrX:17393601-17609199	IMR90|chrX:17393601-17609599
