K562|chr10:104800177-104801105	K562|chr10:104801197-104801569
K562|chr19:49154632-49154892	K562|chr19:49157924-49158200
K562|chr19:49154632-49154892	K562|chr19:49158200-49158344
K562|chr19:49155688-49156531	K562|chr19:49157924-49158200
K562|chr19:49155688-49156531	K562|chr19:49158200-49158344
K562|chr19:49157924-49158200	K562|chr19:49158200-49158344
K562|chr19:49164006-49164777	K562|chr19:49166260-49166474
K562|chr19:49283027-49283134	K562|chr19:49283691-49285459
K562|chr19:49283691-49285459	K562|chr19:49287753-49287944
K562|chr19:49283691-49285459	K562|chr19:49288184-49288276
K562|chr19:49287753-49287944	K562|chr19:49288184-49288276
K562|chr19:49470000-49471735	K562|chr19:49473086-49473572
K562|chr19:49470000-49471735	K562|chr19:49473664-49474439
K562|chr19:49470000-49471735	K562|chr19:49474538-49474600
K562|chr19:49473086-49473572	K562|chr19:49473664-49474439
K562|chr19:49473086-49473572	K562|chr19:49474538-49474600
K562|chr19:49473664-49474439	K562|chr19:49474538-49474600
K562|chr19:50005000-50005045	K562|chr19:50006623-50006739
K562|chr19:50006623-50006739	K562|chr19:50010162-50010314
K562|chr19:50063800-50064142	K562|chr19:50064380-50064472
K562|chr19:55669651-55669800	K562|chr19:55672263-55672383
K562|chr19:56134892-56135000	K562|chr19:56137851-56137983
K562|chr19:56143666-56143763	K562|chr19:56144066-56144166
K562|chr19:56143666-56143763	K562|chr19:56145560-56145600
K562|chr19:56144066-56144166	K562|chr19:56145560-56145600
K562|chr19:6862665-6862778	K562|chr19:6862876-6863000
K562|chr19:859116-859363	K562|chr19:859455-859800
K562|chr19:869480-869643	K562|chr19:872275-872786
K562|chr19:981000-981224	K562|chr19:983415-983800
K562|chr19:9897200-9899597	K562|chr19:9899691-9901800
K562|chr19:9899691-9901800	K562|chr19:9902566-9902779
K562|chr19:9906757-9906876	K562|chr19:9907177-9907269
K562|chr20:2499330-2499400	K562|chr20:2499400-2499603
K562|chr20:30221122-30221200	K562|chr20:30221200-30222491
K562|chr20:31098800-31098980	K562|chr20:31099143-31099472
K562|chr20:31122466-31122683	K562|chr20:31122783-31122800
K562|chr20:31122466-31122683	K562|chr20:31122800-31122875
K562|chr20:31122466-31122683	K562|chr20:31123163-31123600
K562|chr20:31122783-31122800	K562|chr20:31122800-31122875
K562|chr20:31122783-31122800	K562|chr20:31123163-31123600
K562|chr20:31122800-31122875	K562|chr20:31123163-31123600
K562|chr20:33416569-33416673	K562|chr20:33416765-33416865
K562|chr20:33416569-33416673	K562|chr20:33417799-33418133
K562|chr20:33416765-33416865	K562|chr20:33417799-33418133
K562|chr20:33547813-33547905	K562|chr20:33548431-33548773
K562|chr20:33547813-33547905	K562|chr20:33548870-33548965
K562|chr20:33548431-33548773	K562|chr20:33548870-33548965
K562|chr20:34050200-34050400	K562|chr20:34050522-34050628
K562|chr20:36006665-36008217	K562|chr20:36008390-36008984
K562|chr20:36008390-36008984	K562|chr20:36011522-36012022
K562|chr20:36011522-36012022	K562|chr20:36013600-36013681
K562|chr20:43238309-43238816	K562|chr20:43238993-43239089
K562|chr20:43238309-43238816	K562|chr20:43240155-43240200
K562|chr20:43238309-43238816	K562|chr20:43240200-43240306
K562|chr20:43238993-43239089	K562|chr20:43240155-43240200
K562|chr20:43238993-43239089	K562|chr20:43240200-43240306
K562|chr20:43240155-43240200	K562|chr20:43240200-43240306
K562|chr20:44065295-44065395	K562|chr20:44065863-44065955
K562|chr20:48795715-48795815	K562|chr20:48796108-48796439
K562|chr20:48795715-48795815	K562|chr20:48797167-48797473
K562|chr20:48796108-48796439	K562|chr20:48797167-48797473
K562|chr20:49076905-49077000	K562|chr20:49077000-49077506
K562|chr20:49077000-49077506	K562|chr20:49080580-49081200
K562|chr20:49080580-49081200	K562|chr20:49081200-49081278
K562|chr20:49080580-49081200	K562|chr20:49084459-49085021
K562|chr20:49081200-49081278	K562|chr20:49084459-49085021
K562|chr20:49092143-49092753	K562|chr20:49093661-49094000
K562|chr20:49092143-49092753	K562|chr20:49094000-49094045
K562|chr20:49092143-49092753	K562|chr20:49094664-49095400
K562|chr20:49092143-49092753	K562|chr20:49095400-49095459
K562|chr20:49092143-49092753	K562|chr20:49095932-49096000
K562|chr20:49092143-49092753	K562|chr20:49096000-49096155
K562|chr20:49093661-49094000	K562|chr20:49094000-49094045
K562|chr20:49093661-49094000	K562|chr20:49094664-49095400
K562|chr20:49093661-49094000	K562|chr20:49095400-49095459
K562|chr20:49093661-49094000	K562|chr20:49095932-49096000
K562|chr20:49093661-49094000	K562|chr20:49096000-49096155
K562|chr20:49093661-49094000	K562|chr20:49096261-49096391
K562|chr20:49094000-49094045	K562|chr20:49094664-49095400
K562|chr20:49094000-49094045	K562|chr20:49095400-49095459
K562|chr20:49094000-49094045	K562|chr20:49095932-49096000
K562|chr20:49094000-49094045	K562|chr20:49096000-49096155
K562|chr20:49094000-49094045	K562|chr20:49096261-49096391
K562|chr20:49094664-49095400	K562|chr20:49095400-49095459
K562|chr20:49094664-49095400	K562|chr20:49095932-49096000
K562|chr20:49094664-49095400	K562|chr20:49096000-49096155
K562|chr20:49094664-49095400	K562|chr20:49096261-49096391
K562|chr20:49095400-49095459	K562|chr20:49095932-49096000
K562|chr20:49095400-49095459	K562|chr20:49096000-49096155
K562|chr20:49095400-49095459	K562|chr20:49096261-49096391
K562|chr20:49095932-49096000	K562|chr20:49096000-49096155
K562|chr20:49095932-49096000	K562|chr20:49096261-49096391
K562|chr20:49095932-49096000	K562|chr20:49098409-49101317
K562|chr20:49096000-49096155	K562|chr20:49096261-49096391
K562|chr20:49096000-49096155	K562|chr20:49098409-49101317
K562|chr20:49096261-49096391	K562|chr20:49098409-49101317
K562|chr20:49171855-49172032	K562|chr20:49172370-49172511
K562|chr20:49171855-49172032	K562|chr20:49174955-49175600
K562|chr20:49172370-49172511	K562|chr20:49174955-49175600
K562|chr20:49352357-49352667	K562|chr20:49353800-49354295
K562|chr20:49352357-49352667	K562|chr20:49355428-49356655
K562|chr20:49353800-49354295	K562|chr20:49355428-49356655
K562|chr20:49353800-49354295	K562|chr20:49357572-49358200
K562|chr20:49355428-49356655	K562|chr20:49357572-49358200
K562|chr20:49357572-49358200	K562|chr20:49360695-49361171
K562|chr20:52200765-52201029	K562|chr20:52201177-52201422
K562|chr20:52200765-52201029	K562|chr20:52201845-52202053
K562|chr20:52200765-52201029	K562|chr20:52202293-52202945
K562|chr20:52201177-52201422	K562|chr20:52201845-52202053
K562|chr20:52201177-52201422	K562|chr20:52202293-52202945
K562|chr20:52201845-52202053	K562|chr20:52202293-52202945
K562|chr20:62489974-62490066	K562|chr20:62490554-62490646
K562|chr2:112653568-112654033	K562|chr2:112654286-112654378
K562|chr2:112653568-112654033	K562|chr2:112655200-112655352
K562|chr2:112653568-112654033	K562|chr2:112656000-112656098
K562|chr2:112653568-112654033	K562|chr2:112656462-112656735
K562|chr2:112654286-112654378	K562|chr2:112655200-112655352
K562|chr2:112654286-112654378	K562|chr2:112656000-112656098
K562|chr2:112654286-112654378	K562|chr2:112656462-112656735
K562|chr2:112655200-112655352	K562|chr2:112656000-112656098
K562|chr2:112655200-112655352	K562|chr2:112656462-112656735
K562|chr2:112656000-112656098	K562|chr2:112656462-112656735
K562|chr2:112662716-112663000	K562|chr2:112663000-112663076
K562|chr2:113340110-113340424	K562|chr2:113340771-113341000
K562|chr2:11969556-11969600	K562|chr2:11971264-11971499
K562|chr2:122289600-122289772	K562|chr2:122289864-122290252
K562|chr2:122289600-122289772	K562|chr2:122290544-122290980
K562|chr2:122289600-122289772	K562|chr2:122291812-122292852
K562|chr2:122289864-122290252	K562|chr2:122290544-122290980
K562|chr2:122289864-122290252	K562|chr2:122291812-122292852
K562|chr2:122290544-122290980	K562|chr2:122291812-122292852
K562|chr21:35295411-35295527	K562|chr21:35296625-35296751
K562|chr21:35984992-35985134	K562|chr21:35986400-35986513
K562|chr2:158077195-158077495	K562|chr2:158077604-158078949
K562|chr2:170782400-170783063	K562|chr2:170783445-170783621
K562|chr2:175018610-175018800	K562|chr2:175018800-175019200
K562|chr2:175114400-175114600	K562|chr2:175114600-175114691
K562|chr2:202088032-202088185	K562|chr2:202088567-202088709
K562|chr2:202093800-202093892	K562|chr2:202096788-202097200
K562|chr2:202093800-202093892	K562|chr2:202097292-202097392
K562|chr2:202096788-202097200	K562|chr2:202097292-202097392
K562|chr2:208491800-208491826	K562|chr2:208492143-208492200
K562|chr2:208491800-208491826	K562|chr2:208492200-208492290
K562|chr2:208492143-208492200	K562|chr2:208492200-208492290
K562|chr2:208877312-208877524	K562|chr2:208878742-208878900
K562|chr2:219157600-219157651	K562|chr2:219157878-219158429
K562|chr2:220504092-220504200	K562|chr2:220504200-220504471
K562|chr2:220504092-220504200	K562|chr2:220506846-220506942
K562|chr2:220504092-220504200	K562|chr2:220507060-220507152
K562|chr2:220504092-220504200	K562|chr2:220507530-220507722
K562|chr2:220504200-220504471	K562|chr2:220506846-220506942
K562|chr2:220504200-220504471	K562|chr2:220507060-220507152
K562|chr2:220504200-220504471	K562|chr2:220507530-220507722
K562|chr2:220506846-220506942	K562|chr2:220507060-220507152
K562|chr2:220506846-220506942	K562|chr2:220507530-220507722
K562|chr2:220507060-220507152	K562|chr2:220507530-220507722
K562|chr22:23976471-23976600	K562|chr22:23976600-23976926
K562|chr22:26797203-26797400	K562|chr22:26797400-26797444
K562|chr22:26797203-26797400	K562|chr22:26797739-26797800
K562|chr22:26797203-26797400	K562|chr22:26797800-26797974
K562|chr22:26797400-26797444	K562|chr22:26797739-26797800
K562|chr22:26797400-26797444	K562|chr22:26797800-26797974
K562|chr22:26797739-26797800	K562|chr22:26797800-26797974
K562|chr22:26797739-26797800	K562|chr22:26800676-26801666
K562|chr22:26797800-26797974	K562|chr22:26800676-26801666
K562|chr22:30782620-30782894	K562|chr22:30783148-30783358
K562|chr22:30787390-30787672	K562|chr22:30788757-30788997
K562|chr22:32332436-32332545	K562|chr22:32333211-32334031
K562|chr22:39926913-39927200	K562|chr22:39930631-39930859
K562|chr22:40577600-40577764	K562|chr22:40578523-40579000
K562|chr22:40577600-40577764	K562|chr22:40579600-40579638
K562|chr22:40578523-40579000	K562|chr22:40579600-40579638
K562|chr22:40578523-40579000	K562|chr22:40581932-40582000
K562|chr22:40578523-40579000	K562|chr22:40582000-40582344
K562|chr22:40579600-40579638	K562|chr22:40581932-40582000
K562|chr22:40579600-40579638	K562|chr22:40582000-40582344
K562|chr22:40581932-40582000	K562|chr22:40582000-40582344
K562|chr22:40581932-40582000	K562|chr22:40583363-40584062
K562|chr22:40581932-40582000	K562|chr22:40584470-40584562
K562|chr22:40582000-40582344	K562|chr22:40583363-40584062
K562|chr22:40582000-40582344	K562|chr22:40584470-40584562
K562|chr22:40583363-40584062	K562|chr22:40584470-40584562
K562|chr22:40583363-40584062	K562|chr22:40586119-40586600
K562|chr22:40584470-40584562	K562|chr22:40586119-40586600
K562|chr22:40584470-40584562	K562|chr22:40587400-40587449
K562|chr22:40586119-40586600	K562|chr22:40587400-40587449
K562|chr22:40596958-40597052	K562|chr22:40598462-40598996
K562|chr22:40948022-40948251	K562|chr22:40948426-40948661
K562|chr22:50708400-50708736	K562|chr22:50708836-50708928
K562|chr22:50708400-50708736	K562|chr22:50709400-50709600
K562|chr22:50708400-50708736	K562|chr22:50710000-50710230
K562|chr22:50708836-50708928	K562|chr22:50709400-50709600
K562|chr22:50708836-50708928	K562|chr22:50710000-50710230
K562|chr22:50709400-50709600	K562|chr22:50710000-50710230
K562|chr22:51058800-51058852	K562|chr22:51059248-51059346
K562|chr2:28816954-28817200	K562|chr2:28817200-28817219
K562|chr2:28816954-28817200	K562|chr2:28817469-28817670
K562|chr2:28817200-28817219	K562|chr2:28817469-28817670
K562|chr2:38927291-38927479	K562|chr2:38927692-38927784
K562|chr2:38927291-38927479	K562|chr2:38929607-38929962
K562|chr2:38927692-38927784	K562|chr2:38929607-38929962
K562|chr2:38929607-38929962	K562|chr2:38932457-38932764
K562|chr2:47500200-47500800	K562|chr2:47500800-47500856
K562|chr2:48333384-48333400	K562|chr2:48333400-48333926
K562|chr2:48333384-48333400	K562|chr2:48334018-48334121
K562|chr2:48333384-48333400	K562|chr2:48334869-48335026
K562|chr2:48333400-48333926	K562|chr2:48334018-48334121
K562|chr2:48333400-48333926	K562|chr2:48334869-48335026
K562|chr2:48334018-48334121	K562|chr2:48334869-48335026
K562|chr2:48334869-48335026	K562|chr2:48338208-48338400
K562|chr2:48338208-48338400	K562|chr2:48340363-48340400
K562|chr2:48338208-48338400	K562|chr2:48340400-48340828
K562|chr2:48338208-48338400	K562|chr2:48341437-48341600
K562|chr2:48338208-48338400	K562|chr2:48341600-48341737
K562|chr2:48338208-48338400	K562|chr2:48341874-48342032
K562|chr2:48340363-48340400	K562|chr2:48340400-48340828
K562|chr2:48340363-48340400	K562|chr2:48341437-48341600
K562|chr2:48340363-48340400	K562|chr2:48341600-48341737
K562|chr2:48340363-48340400	K562|chr2:48341874-48342032
K562|chr2:48340400-48340828	K562|chr2:48341437-48341600
K562|chr2:48340400-48340828	K562|chr2:48341600-48341737
K562|chr2:48340400-48340828	K562|chr2:48341874-48342032
K562|chr2:48341437-48341600	K562|chr2:48341600-48341737
K562|chr2:48341437-48341600	K562|chr2:48341874-48342032
K562|chr2:48341600-48341737	K562|chr2:48341874-48342032
K562|chr2:54349507-54349685	K562|chr2:54350182-54350322
K562|chr2:65778636-65779080	K562|chr2:65779587-65779600
K562|chr2:65778636-65779080	K562|chr2:65781950-65782258
K562|chr2:65779587-65779600	K562|chr2:65781950-65782258
K562|chr2:66801800-66802200	K562|chr2:66802800-66803312
K562|chr2:70347012-70347118	K562|chr2:70348333-70349406
K562|chr2:70347012-70347118	K562|chr2:70350078-70350600
K562|chr2:70348333-70349406	K562|chr2:70350078-70350600
K562|chr2:70350078-70350600	K562|chr2:70352600-70353226
K562|chr2:70350078-70350600	K562|chr2:70353554-70353935
K562|chr2:70352600-70353226	K562|chr2:70353554-70353935
K562|chr2:70352600-70353226	K562|chr2:70354533-70354793
K562|chr2:70352600-70353226	K562|chr2:70355000-70355504
K562|chr2:70353554-70353935	K562|chr2:70354533-70354793
K562|chr2:70353554-70353935	K562|chr2:70355000-70355504
K562|chr2:70354533-70354793	K562|chr2:70355000-70355504
K562|chr2:74811360-74811510	K562|chr2:74812430-74813032
K562|chr2:85641794-85642400	K562|chr2:85642400-85642467
K562|chr2:85646600-85647200	K562|chr2:85649676-85649811
K562|chr2:85649676-85649811	K562|chr2:85650730-85650946
K562|chr2:85791118-85791200	K562|chr2:85791200-85791600
K562|chr2:85791118-85791200	K562|chr2:85791600-85791633
K562|chr2:85791200-85791600	K562|chr2:85791600-85791633
K562|chr2:97625640-97625794	K562|chr2:97626058-97626150
K562|chr2:9939709-9939800	K562|chr2:9940121-9940364
K562|chr2:9939709-9939800	K562|chr2:9941148-9941400
K562|chr2:9939709-9939800	K562|chr2:9941400-9941792
K562|chr2:9939709-9939800	K562|chr2:9941917-9942398
K562|chr2:9940121-9940364	K562|chr2:9941148-9941400
K562|chr2:9940121-9940364	K562|chr2:9941400-9941792
K562|chr2:9940121-9940364	K562|chr2:9941917-9942398
K562|chr2:9941148-9941400	K562|chr2:9941400-9941792
K562|chr2:9941148-9941400	K562|chr2:9941917-9942398
K562|chr2:9941400-9941792	K562|chr2:9941917-9942398
K562|chr3:128142450-128142545	K562|chr3:128143271-128144309
K562|chr3:128142450-128142545	K562|chr3:128144821-128145000
K562|chr3:128142450-128142545	K562|chr3:128145800-128145820
K562|chr3:128143271-128144309	K562|chr3:128144821-128145000
K562|chr3:128143271-128144309	K562|chr3:128145800-128145820
K562|chr3:128144821-128145000	K562|chr3:128145800-128145820
K562|chr3:128947701-128948636	K562|chr3:128949161-128949600
K562|chr3:128947701-128948636	K562|chr3:128949600-128949815
K562|chr3:128949161-128949600	K562|chr3:128949600-128949815
K562|chr3:128957667-128958400	K562|chr3:128958400-128958433
K562|chr3:13123586-13123907	K562|chr3:13126689-13127091
K562|chr3:13126689-13127091	K562|chr3:13128973-13129091
K562|chr3:13126689-13127091	K562|chr3:13129662-13129861
K562|chr3:13128973-13129091	K562|chr3:13129662-13129861
K562|chr3:138631039-138632316	K562|chr3:138632665-138632884
K562|chr3:138631039-138632316	K562|chr3:138633550-138633600
K562|chr3:138632665-138632884	K562|chr3:138633550-138633600
K562|chr3:139024779-139025397	K562|chr3:139026029-139026391
K562|chr3:139024779-139025397	K562|chr3:139027963-139028317
K562|chr3:139024779-139025397	K562|chr3:139028726-139029042
K562|chr3:139026029-139026391	K562|chr3:139027963-139028317
K562|chr3:139026029-139026391	K562|chr3:139028726-139029042
K562|chr3:139027963-139028317	K562|chr3:139028726-139029042
K562|chr3:139027963-139028317	K562|chr3:139031563-139032272
K562|chr3:139028726-139029042	K562|chr3:139031563-139032272
K562|chr3:139028726-139029042	K562|chr3:139032413-139032565
K562|chr3:139031563-139032272	K562|chr3:139032413-139032565
K562|chr3:142536885-142537077	K562|chr3:142537585-142537679
K562|chr3:15157823-15158200	K562|chr3:15158200-15158235
K562|chr3:15157823-15158200	K562|chr3:15160085-15160184
K562|chr3:15157823-15158200	K562|chr3:15160426-15160600
K562|chr3:15158200-15158235	K562|chr3:15160085-15160184
K562|chr3:15158200-15158235	K562|chr3:15160426-15160600
K562|chr3:15160085-15160184	K562|chr3:15160426-15160600
K562|chr3:177074205-177074341	K562|chr3:177074460-177075600
K562|chr3:178737968-178738279	K562|chr3:178738410-178738715
K562|chr3:179039262-179039473	K562|chr3:179039652-179040000
K562|chr3:194054007-194054207	K562|chr3:194054810-194054902
K562|chr3:194823377-194823994	K562|chr3:194827023-194827181
K562|chr3:194832374-194832472	K562|chr3:194833686-194834200
K562|chr3:194832374-194832472	K562|chr3:194834200-194834242
K562|chr3:194833686-194834200	K562|chr3:194834200-194834242
K562|chr3:194833686-194834200	K562|chr3:194836514-194837625
K562|chr3:194834200-194834242	K562|chr3:194836514-194837625
K562|chr3:194836514-194837625	K562|chr3:194838472-194839392
K562|chr3:194850372-194850400	K562|chr3:194850400-194850722
K562|chr3:195578105-195578400	K562|chr3:195578400-195578460
K562|chr3:195578105-195578400	K562|chr3:195578699-195579033
K562|chr3:195578105-195578400	K562|chr3:195580877-195581000
K562|chr3:195578105-195578400	K562|chr3:195581800-195582000
K562|chr3:195578400-195578460	K562|chr3:195578699-195579033
K562|chr3:195578400-195578460	K562|chr3:195580877-195581000
K562|chr3:195578400-195578460	K562|chr3:195581800-195582000
K562|chr3:195578699-195579033	K562|chr3:195580877-195581000
K562|chr3:195578699-195579033	K562|chr3:195581800-195582000
K562|chr3:195580877-195581000	K562|chr3:195581800-195582000
K562|chr3:195580877-195581000	K562|chr3:195583273-195583600
K562|chr3:195581800-195582000	K562|chr3:195583273-195583600
K562|chr3:195581800-195582000	K562|chr3:195584605-195584764
K562|chr3:195583273-195583600	K562|chr3:195584605-195584764
K562|chr3:195583273-195583600	K562|chr3:195586800-195586947
K562|chr3:195584605-195584764	K562|chr3:195586800-195586947
K562|chr3:195586800-195586947	K562|chr3:195589812-195589957
K562|chr3:195918262-195918517	K562|chr3:195918922-195919105
K562|chr3:195918262-195918517	K562|chr3:195919477-195920254
K562|chr3:195918262-195918517	K562|chr3:195920385-195921950
K562|chr3:195918922-195919105	K562|chr3:195919477-195920254
K562|chr3:195918922-195919105	K562|chr3:195920385-195921950
K562|chr3:195919477-195920254	K562|chr3:195920385-195921950
K562|chr3:195919477-195920254	K562|chr3:195923401-195923534
K562|chr3:195920385-195921950	K562|chr3:195923401-195923534
K562|chr3:196252045-196252295	K562|chr3:196254315-196255000
K562|chr3:33828600-33828972	K562|chr3:33830495-33830600
K562|chr3:33828600-33828972	K562|chr3:33830600-33831200
K562|chr3:33828600-33828972	K562|chr3:33831200-33831294
K562|chr3:33828600-33828972	K562|chr3:33831647-33831885
K562|chr3:33830495-33830600	K562|chr3:33830600-33831200
K562|chr3:33830495-33830600	K562|chr3:33831200-33831294
K562|chr3:33830495-33830600	K562|chr3:33831647-33831885
K562|chr3:33830495-33830600	K562|chr3:33832761-33834227
K562|chr3:33830600-33831200	K562|chr3:33831200-33831294
K562|chr3:33830600-33831200	K562|chr3:33831647-33831885
K562|chr3:33830600-33831200	K562|chr3:33832761-33834227
K562|chr3:33831200-33831294	K562|chr3:33831647-33831885
K562|chr3:33831200-33831294	K562|chr3:33832761-33834227
K562|chr3:33831647-33831885	K562|chr3:33832761-33834227
K562|chr3:40234025-40234400	K562|chr3:40234400-40234491
K562|chr3:46950951-46951043	K562|chr3:46951383-46951561
K562|chr3:46950951-46951043	K562|chr3:46951653-46951757
K562|chr3:46951383-46951561	K562|chr3:46951653-46951757
K562|chr3:4763682-4763781	K562|chr3:4764061-4764183
K562|chr3:4763682-4763781	K562|chr3:4764582-4764674
K562|chr3:4764061-4764183	K562|chr3:4764582-4764674
K562|chr3:48470341-48470455	K562|chr3:48471662-48471754
K562|chr3:49499759-49500066	K562|chr3:49502743-49503000
K562|chr3:50609856-50609952	K562|chr3:50611580-50611852
K562|chr3:58151520-58151727	K562|chr3:58152867-58153088
K562|chr3:58151520-58151727	K562|chr3:58153424-58153517
K562|chr3:58152867-58153088	K562|chr3:58153424-58153517
K562|chr3:58158596-58158855	K562|chr3:58159047-58159649
K562|chr3:58158596-58158855	K562|chr3:58160343-58160731
K562|chr3:58158596-58158855	K562|chr3:58160982-58161728
K562|chr3:58159047-58159649	K562|chr3:58160343-58160731
K562|chr3:58159047-58159649	K562|chr3:58160982-58161728
K562|chr3:58159047-58159649	K562|chr3:58162601-58162863
K562|chr3:58160343-58160731	K562|chr3:58160982-58161728
K562|chr3:58160343-58160731	K562|chr3:58162601-58162863
K562|chr3:58160982-58161728	K562|chr3:58162601-58162863
K562|chr3:58506600-58507088	K562|chr3:58508925-58509105
K562|chr3:9536400-9536539	K562|chr3:9538581-9538870
K562|chr3:99779521-99779941	K562|chr3:99780036-99780270
K562|chr3:99792761-99792800	K562|chr3:99792800-99793111
K562|chr4:110642199-110642671	K562|chr4:110642769-110642972
K562|chr4:110732200-110732627	K562|chr4:110732916-110733000
K562|chr4:110732200-110732627	K562|chr4:110733000-110733120
K562|chr4:110732200-110732627	K562|chr4:110734203-110734801
K562|chr4:110732916-110733000	K562|chr4:110733000-110733120
K562|chr4:110732916-110733000	K562|chr4:110734203-110734801
K562|chr4:110733000-110733120	K562|chr4:110734203-110734801
K562|chr4:123523487-123523600	K562|chr4:123523600-123523817
K562|chr4:123523487-123523600	K562|chr4:123523922-123524926
K562|chr4:123523600-123523817	K562|chr4:123523922-123524926
K562|chr4:123523922-123524926	K562|chr4:123527643-123527761
K562|chr4:123667800-123668343	K562|chr4:123669187-123669365
K562|chr4:123667800-123668343	K562|chr4:123671200-123672010
K562|chr4:123669187-123669365	K562|chr4:123671200-123672010
K562|chr4:123669187-123669365	K562|chr4:123672115-123672207
K562|chr4:123671200-123672010	K562|chr4:123672115-123672207
K562|chr4:123672115-123672207	K562|chr4:123675583-123676101
K562|chr4:123675583-123676101	K562|chr4:123678145-123678237
K562|chr4:123675583-123676101	K562|chr4:123678495-123678699
K562|chr4:123675583-123676101	K562|chr4:123678832-123679217
K562|chr4:123675583-123676101	K562|chr4:123679367-123679741
K562|chr4:123678145-123678237	K562|chr4:123678495-123678699
K562|chr4:123678145-123678237	K562|chr4:123678832-123679217
K562|chr4:123678145-123678237	K562|chr4:123679367-123679741
K562|chr4:123678145-123678237	K562|chr4:123680772-123681200
K562|chr4:123678495-123678699	K562|chr4:123678832-123679217
K562|chr4:123678495-123678699	K562|chr4:123679367-123679741
K562|chr4:123678495-123678699	K562|chr4:123680772-123681200
K562|chr4:123678832-123679217	K562|chr4:123679367-123679741
K562|chr4:123678832-123679217	K562|chr4:123680772-123681200
K562|chr4:123679367-123679741	K562|chr4:123680772-123681200
K562|chr4:129098690-129099000	K562|chr4:129099000-129099056
K562|chr4:40309867-40310200	K562|chr4:40310200-40310600
K562|chr4:40309867-40310200	K562|chr4:40310600-40310627
K562|chr4:40309867-40310200	K562|chr4:40311552-40311600
K562|chr4:40309867-40310200	K562|chr4:40311600-40311685
K562|chr4:40310200-40310600	K562|chr4:40310600-40310627
K562|chr4:40310200-40310600	K562|chr4:40311552-40311600
K562|chr4:40310200-40310600	K562|chr4:40311600-40311685
K562|chr4:40310600-40310627	K562|chr4:40311552-40311600
K562|chr4:40310600-40310627	K562|chr4:40311600-40311685
K562|chr4:40311552-40311600	K562|chr4:40311600-40311685
K562|chr4:48205266-48206985	K562|chr4:48207198-48207439
K562|chr4:56594979-56595209	K562|chr4:56595589-56597697
K562|chr4:56595589-56597697	K562|chr4:56599987-56600469
K562|chr4:85503432-85503788	K562|chr4:85503919-85504031
K562|chr4:85503432-85503788	K562|chr4:85504457-85504912
K562|chr4:85503919-85504031	K562|chr4:85504457-85504912
K562|chr4:87931200-87931800	K562|chr4:87932600-87932800
K562|chr4:87931200-87931800	K562|chr4:87932800-87933185
K562|chr4:87932600-87932800	K562|chr4:87932800-87933185
K562|chr5:126012099-126012223	K562|chr5:126012831-126013209
K562|chr5:126012099-126012223	K562|chr5:126014431-126014939
K562|chr5:126012099-126012223	K562|chr5:126015397-126016000
K562|chr5:126012831-126013209	K562|chr5:126014431-126014939
K562|chr5:126012831-126013209	K562|chr5:126015397-126016000
K562|chr5:126012831-126013209	K562|chr5:126016400-126016600
K562|chr5:126014431-126014939	K562|chr5:126015397-126016000
K562|chr5:126014431-126014939	K562|chr5:126016400-126016600
K562|chr5:126014431-126014939	K562|chr5:126016800-126017399
K562|chr5:126015397-126016000	K562|chr5:126016400-126016600
K562|chr5:126015397-126016000	K562|chr5:126016800-126017399
K562|chr5:126016400-126016600	K562|chr5:126016800-126017399
K562|chr5:130708801-130709000	K562|chr5:130709000-130709568
K562|chr5:130708801-130709000	K562|chr5:130711118-130711246
K562|chr5:130709000-130709568	K562|chr5:130711118-130711246
K562|chr5:130714737-130715774	K562|chr5:130717969-130718124
K562|chr5:130714737-130715774	K562|chr5:130718249-130718533
K562|chr5:130714737-130715774	K562|chr5:130718791-130719033
K562|chr5:130717969-130718124	K562|chr5:130718249-130718533
K562|chr5:130717969-130718124	K562|chr5:130718791-130719033
K562|chr5:130717969-130718124	K562|chr5:130719707-130720598
K562|chr5:130718249-130718533	K562|chr5:130718791-130719033
K562|chr5:130718249-130718533	K562|chr5:130719707-130720598
K562|chr5:130718791-130719033	K562|chr5:130719707-130720598
K562|chr5:131862144-131862200	K562|chr5:131862200-131862685
K562|chr5:131862144-131862200	K562|chr5:131862777-131863000
K562|chr5:131862144-131862200	K562|chr5:131863000-131863148
K562|chr5:131862144-131862200	K562|chr5:131864937-131865200
K562|chr5:131862144-131862200	K562|chr5:131865200-131865305
K562|chr5:131862200-131862685	K562|chr5:131862777-131863000
K562|chr5:131862200-131862685	K562|chr5:131863000-131863148
K562|chr5:131862200-131862685	K562|chr5:131864937-131865200
K562|chr5:131862200-131862685	K562|chr5:131865200-131865305
K562|chr5:131862777-131863000	K562|chr5:131863000-131863148
K562|chr5:131862777-131863000	K562|chr5:131864937-131865200
K562|chr5:131862777-131863000	K562|chr5:131865200-131865305
K562|chr5:131863000-131863148	K562|chr5:131864937-131865200
K562|chr5:131863000-131863148	K562|chr5:131865200-131865305
K562|chr5:131864937-131865200	K562|chr5:131865200-131865305
K562|chr5:140094380-140094480	K562|chr5:140097465-140097600
K562|chr5:140097465-140097600	K562|chr5:140100063-140100162
K562|chr5:140097465-140097600	K562|chr5:140100326-140100470
K562|chr5:140100063-140100162	K562|chr5:140100326-140100470
K562|chr5:148825122-148825981	K562|chr5:148826870-148827188
K562|chr5:148825122-148825981	K562|chr5:148827547-148827600
